Using 1 GPU(s)...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined train indices...
Randomized indices across days ...
Split data according to indices...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined test indices...
Randomized indices across days ...
Split data according to indices...
Loading saved model results/40-20-1_lr0.1/model.pth
Saved at: epoch = 0/1, batch = 286720/306969, ntbatch = 200
Training state: loss = 0.452415, accuracy = 78.808 %
Testing state: loss = 0.455722, accuracy = 78.705 %
time/loss/accuracy (if enabled):
skip_upto_epoch: 0
args.nepochs: 2
k: 0
Finished training it 287744/306969 of epoch 0, 13.52 ms/it, loss 0.447781, accuracy 79.228 %
Testing at - 268288/306969 of epoch 0, loss 0.454273, accuracy 78.729 %, best 78.854 %
Finished training it 269312/306969 of epoch 1, 17.55 ms/it, loss 0.441295, accuracy 79.597 %
Testing at - 269312/306969 of epoch 0, loss 0.455487, accuracy 78.728 %, best 78.854 %
Finished training it 270336/306969 of epoch 1, 18.45 ms/it, loss 0.444146, accuracy 79.394 %
Testing at - 270336/306969 of epoch 0, loss 0.452511, accuracy 78.830 %, best 78.854 %
Finished training it 271360/306969 of epoch 1, 15.75 ms/it, loss 0.440224, accuracy 79.482 %
Testing at - 271360/306969 of epoch 0, loss 0.452456, accuracy 78.822 %, best 78.854 %
Finished training it 272384/306969 of epoch 1, 16.77 ms/it, loss 0.443497, accuracy 79.430 %
Testing at - 272384/306969 of epoch 0, loss 0.454700, accuracy 78.682 %, best 78.854 %
Finished training it 273408/306969 of epoch 1, 17.74 ms/it, loss 0.442701, accuracy 79.388 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 273408/306969 of epoch 0, loss 0.452344, accuracy 78.854 %, best 78.854 %
Finished training it 274432/306969 of epoch 1, 16.55 ms/it, loss 0.443537, accuracy 79.350 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 274432/306969 of epoch 0, loss 0.452280, accuracy 78.855 %, best 78.855 %
Finished training it 275456/306969 of epoch 1, 15.64 ms/it, loss 0.444187, accuracy 79.340 %
Testing at - 275456/306969 of epoch 0, loss 0.452818, accuracy 78.824 %, best 78.855 %
Finished training it 276480/306969 of epoch 1, 16.03 ms/it, loss 0.443167, accuracy 79.456 %
Testing at - 276480/306969 of epoch 0, loss 0.453050, accuracy 78.815 %, best 78.855 %
Finished training it 277504/306969 of epoch 1, 16.86 ms/it, loss 0.440195, accuracy 79.641 %
Testing at - 277504/306969 of epoch 0, loss 0.453268, accuracy 78.806 %, best 78.855 %
Finished training it 278528/306969 of epoch 1, 17.50 ms/it, loss 0.446229, accuracy 79.247 %
Testing at - 278528/306969 of epoch 0, loss 0.454278, accuracy 78.660 %, best 78.855 %
Finished training it 279552/306969 of epoch 1, 17.71 ms/it, loss 0.446011, accuracy 79.184 %
Testing at - 279552/306969 of epoch 0, loss 0.452227, accuracy 78.850 %, best 78.855 %
Finished training it 280576/306969 of epoch 1, 18.00 ms/it, loss 0.443683, accuracy 79.342 %
Testing at - 280576/306969 of epoch 0, loss 0.452862, accuracy 78.810 %, best 78.855 %
Finished training it 281600/306969 of epoch 1, 17.74 ms/it, loss 0.441379, accuracy 79.520 %
Testing at - 281600/306969 of epoch 0, loss 0.452958, accuracy 78.824 %, best 78.855 %
Finished training it 282624/306969 of epoch 1, 16.29 ms/it, loss 0.441206, accuracy 79.603 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 282624/306969 of epoch 0, loss 0.452655, accuracy 78.856 %, best 78.856 %
Finished training it 283648/306969 of epoch 1, 16.33 ms/it, loss 0.444559, accuracy 79.291 %
Testing at - 283648/306969 of epoch 0, loss 0.453442, accuracy 78.814 %, best 78.856 %
Finished training it 284672/306969 of epoch 1, 16.91 ms/it, loss 0.442828, accuracy 79.408 %
Testing at - 284672/306969 of epoch 0, loss 0.453517, accuracy 78.811 %, best 78.856 %
Finished training it 285696/306969 of epoch 1, 17.45 ms/it, loss 0.442389, accuracy 79.526 %
Testing at - 285696/306969 of epoch 0, loss 0.453508, accuracy 78.757 %, best 78.856 %
Finished training it 286720/306969 of epoch 1, 16.09 ms/it, loss 0.445171, accuracy 79.223 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 286720/306969 of epoch 0, loss 0.453141, accuracy 78.861 %, best 78.861 %
Finished training it 287744/306969 of epoch 1, 17.21 ms/it, loss 0.440625, accuracy 79.465 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 287744/306969 of epoch 0, loss 0.452866, accuracy 78.866 %, best 78.866 %
Finished training it 288768/306969 of epoch 1, 15.65 ms/it, loss 0.442411, accuracy 79.501 %
Testing at - 288768/306969 of epoch 0, loss 0.455052, accuracy 78.715 %, best 78.866 %
Finished training it 289792/306969 of epoch 1, 14.40 ms/it, loss 0.441347, accuracy 79.481 %
Testing at - 289792/306969 of epoch 0, loss 0.453045, accuracy 78.821 %, best 78.866 %
Finished training it 290816/306969 of epoch 1, 12.42 ms/it, loss 0.444702, accuracy 79.401 %
Testing at - 290816/306969 of epoch 0, loss 0.453283, accuracy 78.848 %, best 78.866 %
Finished training it 291840/306969 of epoch 1, 12.52 ms/it, loss 0.441127, accuracy 79.651 %
Testing at - 291840/306969 of epoch 0, loss 0.454268, accuracy 78.746 %, best 78.866 %
Finished training it 292864/306969 of epoch 1, 11.00 ms/it, loss 0.443247, accuracy 79.327 %
Testing at - 292864/306969 of epoch 0, loss 0.452192, accuracy 78.830 %, best 78.866 %
Finished training it 293888/306969 of epoch 1, 14.11 ms/it, loss 0.444296, accuracy 79.332 %
Testing at - 293888/306969 of epoch 0, loss 0.453992, accuracy 78.743 %, best 78.866 %
Finished training it 294912/306969 of epoch 1, 14.10 ms/it, loss 0.442580, accuracy 79.408 %
Testing at - 294912/306969 of epoch 0, loss 0.452186, accuracy 78.851 %, best 78.866 %
Finished training it 295936/306969 of epoch 1, 14.09 ms/it, loss 0.442865, accuracy 79.479 %
Testing at - 295936/306969 of epoch 0, loss 0.452627, accuracy 78.832 %, best 78.866 %
Finished training it 296960/306969 of epoch 1, 12.46 ms/it, loss 0.443422, accuracy 79.414 %
Testing at - 296960/306969 of epoch 0, loss 0.453052, accuracy 78.821 %, best 78.866 %
Finished training it 297984/306969 of epoch 1, 10.80 ms/it, loss 0.446335, accuracy 79.171 %
Testing at - 297984/306969 of epoch 0, loss 0.452315, accuracy 78.860 %, best 78.866 %
Finished training it 299008/306969 of epoch 1, 10.19 ms/it, loss 0.445281, accuracy 79.253 %
Testing at - 299008/306969 of epoch 0, loss 0.452834, accuracy 78.857 %, best 78.866 %
Finished training it 300032/306969 of epoch 1, 11.08 ms/it, loss 0.443016, accuracy 79.544 %
Testing at - 300032/306969 of epoch 0, loss 0.452668, accuracy 78.829 %, best 78.866 %
Finished training it 301056/306969 of epoch 1, 12.14 ms/it, loss 0.441948, accuracy 79.524 %
Testing at - 301056/306969 of epoch 0, loss 0.452814, accuracy 78.819 %, best 78.866 %
Finished training it 302080/306969 of epoch 1, 11.83 ms/it, loss 0.442318, accuracy 79.429 %
Testing at - 302080/306969 of epoch 0, loss 0.452459, accuracy 78.798 %, best 78.866 %
Finished training it 303104/306969 of epoch 1, 12.89 ms/it, loss 0.443415, accuracy 79.337 %
Testing at - 303104/306969 of epoch 0, loss 0.456445, accuracy 78.585 %, best 78.866 %
Finished training it 304128/306969 of epoch 1, 11.71 ms/it, loss 0.444280, accuracy 79.318 %
Testing at - 304128/306969 of epoch 0, loss 0.452406, accuracy 78.836 %, best 78.866 %
Finished training it 305152/306969 of epoch 1, 13.66 ms/it, loss 0.440729, accuracy 79.465 %
Testing at - 305152/306969 of epoch 0, loss 0.453069, accuracy 78.774 %, best 78.866 %
Finished training it 306176/306969 of epoch 1, 13.28 ms/it, loss 0.442328, accuracy 79.562 %
Testing at - 306176/306969 of epoch 0, loss 0.451882, accuracy 78.866 %, best 78.866 %
Finished training it 306969/306969 of epoch 1, 11.04 ms/it, loss 0.444047, accuracy 79.540 %
Testing at - 306969/306969 of epoch 0, loss 0.453024, accuracy 78.793 %, best 78.866 %
