Using 1 GPU(s)...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined train indices...
Randomized indices across days ...
Split data according to indices...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined test indices...
Randomized indices across days ...
Split data according to indices...
Loading saved model results/240-120-1_lr0.1/model.pth
Saved at: epoch = 0/1, batch = 306176/306969, ntbatch = 200
Training state: loss = 0.447825, accuracy = 79.214 %
Testing state: loss = 0.453590, accuracy = 78.797 %
time/loss/accuracy (if enabled):
skip_upto_epoch: 0
args.nepochs: 3
k: 0
Finished training it 306969/306969 of epoch 0, 16.68 ms/it, loss 0.449912, accuracy 79.122 %
Testing at - 287744/306969 of epoch 0, loss 0.451727, accuracy 78.935 %, best 78.963 %
Finished training it 288768/306969 of epoch 1, 19.16 ms/it, loss 0.440726, accuracy 79.525 %
Testing at - 288768/306969 of epoch 0, loss 0.453371, accuracy 78.810 %, best 78.963 %
Finished training it 289792/306969 of epoch 1, 20.72 ms/it, loss 0.439498, accuracy 79.585 %
Testing at - 289792/306969 of epoch 0, loss 0.451087, accuracy 78.920 %, best 78.963 %
Finished training it 290816/306969 of epoch 1, 20.72 ms/it, loss 0.442852, accuracy 79.391 %
Testing at - 290816/306969 of epoch 0, loss 0.451523, accuracy 78.936 %, best 78.963 %
Finished training it 291840/306969 of epoch 1, 18.05 ms/it, loss 0.439391, accuracy 79.650 %
Testing at - 291840/306969 of epoch 0, loss 0.452507, accuracy 78.839 %, best 78.963 %
Finished training it 292864/306969 of epoch 1, 19.20 ms/it, loss 0.441118, accuracy 79.465 %
Testing at - 292864/306969 of epoch 0, loss 0.450832, accuracy 78.897 %, best 78.963 %
Finished training it 293888/306969 of epoch 1, 17.22 ms/it, loss 0.442300, accuracy 79.436 %
Testing at - 293888/306969 of epoch 0, loss 0.451875, accuracy 78.853 %, best 78.963 %
Finished training it 294912/306969 of epoch 1, 16.91 ms/it, loss 0.440535, accuracy 79.446 %
Testing at - 294912/306969 of epoch 0, loss 0.450671, accuracy 78.941 %, best 78.963 %
Finished training it 295936/306969 of epoch 1, 19.17 ms/it, loss 0.440508, accuracy 79.551 %
Testing at - 295936/306969 of epoch 0, loss 0.451000, accuracy 78.926 %, best 78.963 %
Finished training it 296960/306969 of epoch 1, 21.18 ms/it, loss 0.441181, accuracy 79.485 %
Testing at - 296960/306969 of epoch 0, loss 0.451343, accuracy 78.888 %, best 78.963 %
Finished training it 297984/306969 of epoch 1, 18.75 ms/it, loss 0.444426, accuracy 79.324 %
Testing at - 297984/306969 of epoch 0, loss 0.450605, accuracy 78.949 %, best 78.963 %
Finished training it 299008/306969 of epoch 1, 17.94 ms/it, loss 0.443193, accuracy 79.337 %
Testing at - 299008/306969 of epoch 0, loss 0.450815, accuracy 78.960 %, best 78.963 %
Finished training it 300032/306969 of epoch 1, 20.60 ms/it, loss 0.440707, accuracy 79.652 %
Testing at - 300032/306969 of epoch 0, loss 0.451396, accuracy 78.890 %, best 78.963 %
Finished training it 301056/306969 of epoch 1, 17.83 ms/it, loss 0.440472, accuracy 79.559 %
Testing at - 301056/306969 of epoch 0, loss 0.451339, accuracy 78.914 %, best 78.963 %
Finished training it 302080/306969 of epoch 1, 16.07 ms/it, loss 0.439909, accuracy 79.625 %
Testing at - 302080/306969 of epoch 0, loss 0.450666, accuracy 78.897 %, best 78.963 %
Finished training it 303104/306969 of epoch 1, 16.08 ms/it, loss 0.441038, accuracy 79.335 %
Testing at - 303104/306969 of epoch 0, loss 0.454739, accuracy 78.700 %, best 78.963 %
Finished training it 304128/306969 of epoch 1, 17.95 ms/it, loss 0.442336, accuracy 79.422 %
Testing at - 304128/306969 of epoch 0, loss 0.450672, accuracy 78.935 %, best 78.963 %
Finished training it 305152/306969 of epoch 1, 20.16 ms/it, loss 0.438643, accuracy 79.563 %
Testing at - 305152/306969 of epoch 0, loss 0.451298, accuracy 78.864 %, best 78.963 %
Finished training it 306176/306969 of epoch 1, 16.64 ms/it, loss 0.440259, accuracy 79.695 %
Testing at - 306176/306969 of epoch 0, loss 0.450519, accuracy 78.956 %, best 78.963 %
Finished training it 306969/306969 of epoch 1, 15.47 ms/it, loss 0.441954, accuracy 79.580 %
Testing at - 306969/306969 of epoch 0, loss 0.451514, accuracy 78.867 %, best 78.963 %
Finished training it 1024/306969 of epoch 2, 15.53 ms/it, loss 0.441734, accuracy 79.552 %
Saving model to results/240-120-1_lr0.1/model.pth
Testing at - 1024/306969 of epoch 0, loss 0.450569, accuracy 78.965 %, best 78.965 %
Finished training it 2048/306969 of epoch 2, 16.34 ms/it, loss 0.438009, accuracy 79.710 %
Testing at - 2048/306969 of epoch 0, loss 0.451161, accuracy 78.914 %, best 78.965 %
Finished training it 3072/306969 of epoch 2, 17.25 ms/it, loss 0.441010, accuracy 79.557 %
Testing at - 3072/306969 of epoch 0, loss 0.451331, accuracy 78.890 %, best 78.965 %
Finished training it 4096/306969 of epoch 2, 15.11 ms/it, loss 0.438179, accuracy 79.767 %
Testing at - 4096/306969 of epoch 0, loss 0.452332, accuracy 78.836 %, best 78.965 %
Finished training it 5120/306969 of epoch 2, 14.98 ms/it, loss 0.441809, accuracy 79.531 %
Testing at - 5120/306969 of epoch 0, loss 0.451366, accuracy 78.919 %, best 78.965 %
Finished training it 6144/306969 of epoch 2, 16.75 ms/it, loss 0.439992, accuracy 79.650 %
Testing at - 6144/306969 of epoch 0, loss 0.451867, accuracy 78.867 %, best 78.965 %
Finished training it 7168/306969 of epoch 2, 16.32 ms/it, loss 0.438334, accuracy 79.799 %
Testing at - 7168/306969 of epoch 0, loss 0.452397, accuracy 78.796 %, best 78.965 %
Finished training it 8192/306969 of epoch 2, 20.00 ms/it, loss 0.439058, accuracy 79.600 %
Testing at - 8192/306969 of epoch 0, loss 0.451342, accuracy 78.883 %, best 78.965 %
Finished training it 9216/306969 of epoch 2, 18.53 ms/it, loss 0.437953, accuracy 79.692 %
Testing at - 9216/306969 of epoch 0, loss 0.451463, accuracy 78.928 %, best 78.965 %
Finished training it 10240/306969 of epoch 2, 18.45 ms/it, loss 0.438445, accuracy 79.601 %
Testing at - 10240/306969 of epoch 0, loss 0.452862, accuracy 78.867 %, best 78.965 %
Finished training it 11264/306969 of epoch 2, 16.54 ms/it, loss 0.437072, accuracy 79.790 %
Testing at - 11264/306969 of epoch 0, loss 0.451878, accuracy 78.867 %, best 78.965 %
Finished training it 12288/306969 of epoch 2, 16.13 ms/it, loss 0.433705, accuracy 79.942 %
Testing at - 12288/306969 of epoch 0, loss 0.451997, accuracy 78.874 %, best 78.965 %
Finished training it 13312/306969 of epoch 2, 16.64 ms/it, loss 0.439960, accuracy 79.603 %
Testing at - 13312/306969 of epoch 0, loss 0.451609, accuracy 78.884 %, best 78.965 %
Finished training it 14336/306969 of epoch 2, 18.57 ms/it, loss 0.437545, accuracy 79.726 %
Testing at - 14336/306969 of epoch 0, loss 0.452849, accuracy 78.752 %, best 78.965 %
Finished training it 15360/306969 of epoch 2, 19.27 ms/it, loss 0.436232, accuracy 79.798 %
Testing at - 15360/306969 of epoch 0, loss 0.452998, accuracy 78.827 %, best 78.965 %
Finished training it 16384/306969 of epoch 2, 18.63 ms/it, loss 0.436576, accuracy 79.855 %
Testing at - 16384/306969 of epoch 0, loss 0.451399, accuracy 78.900 %, best 78.965 %
Finished training it 17408/306969 of epoch 2, 18.25 ms/it, loss 0.434965, accuracy 79.771 %
Testing at - 17408/306969 of epoch 0, loss 0.454408, accuracy 78.622 %, best 78.965 %
Finished training it 18432/306969 of epoch 2, 18.53 ms/it, loss 0.436924, accuracy 79.790 %
Testing at - 18432/306969 of epoch 0, loss 0.451845, accuracy 78.882 %, best 78.965 %
Finished training it 19456/306969 of epoch 2, 17.90 ms/it, loss 0.435918, accuracy 79.757 %
Testing at - 19456/306969 of epoch 0, loss 0.454384, accuracy 78.684 %, best 78.965 %
Finished training it 20480/306969 of epoch 2, 16.23 ms/it, loss 0.437077, accuracy 79.787 %
Testing at - 20480/306969 of epoch 0, loss 0.453303, accuracy 78.889 %, best 78.965 %
Finished training it 21504/306969 of epoch 2, 15.43 ms/it, loss 0.437837, accuracy 79.713 %
Testing at - 21504/306969 of epoch 0, loss 0.453419, accuracy 78.756 %, best 78.965 %
Finished training it 22528/306969 of epoch 2, 17.00 ms/it, loss 0.435991, accuracy 79.658 %
Testing at - 22528/306969 of epoch 0, loss 0.452396, accuracy 78.870 %, best 78.965 %
Finished training it 23552/306969 of epoch 2, 16.17 ms/it, loss 0.439066, accuracy 79.755 %
Testing at - 23552/306969 of epoch 0, loss 0.452567, accuracy 78.858 %, best 78.965 %
Finished training it 24576/306969 of epoch 2, 15.32 ms/it, loss 0.435581, accuracy 79.910 %
Testing at - 24576/306969 of epoch 0, loss 0.453688, accuracy 78.678 %, best 78.965 %
Finished training it 25600/306969 of epoch 2, 15.79 ms/it, loss 0.433373, accuracy 80.042 %
Testing at - 25600/306969 of epoch 0, loss 0.452514, accuracy 78.779 %, best 78.965 %
Finished training it 26624/306969 of epoch 2, 17.60 ms/it, loss 0.434604, accuracy 80.037 %
Testing at - 26624/306969 of epoch 0, loss 0.453222, accuracy 78.859 %, best 78.965 %
Finished training it 27648/306969 of epoch 2, 16.13 ms/it, loss 0.433680, accuracy 79.922 %
Testing at - 27648/306969 of epoch 0, loss 0.452411, accuracy 78.874 %, best 78.965 %
Finished training it 28672/306969 of epoch 2, 14.89 ms/it, loss 0.436394, accuracy 79.842 %
Testing at - 28672/306969 of epoch 0, loss 0.452927, accuracy 78.848 %, best 78.965 %
Finished training it 29696/306969 of epoch 2, 17.41 ms/it, loss 0.437398, accuracy 79.754 %
Testing at - 29696/306969 of epoch 0, loss 0.453595, accuracy 78.810 %, best 78.965 %
Finished training it 30720/306969 of epoch 2, 18.75 ms/it, loss 0.435930, accuracy 79.785 %
Testing at - 30720/306969 of epoch 0, loss 0.453947, accuracy 78.750 %, best 78.965 %
Finished training it 31744/306969 of epoch 2, 18.88 ms/it, loss 0.436851, accuracy 79.785 %
Testing at - 31744/306969 of epoch 0, loss 0.455667, accuracy 78.580 %, best 78.965 %
Finished training it 32768/306969 of epoch 2, 20.14 ms/it, loss 0.436036, accuracy 79.742 %
Testing at - 32768/306969 of epoch 0, loss 0.452224, accuracy 78.859 %, best 78.965 %
Finished training it 33792/306969 of epoch 2, 16.51 ms/it, loss 0.433720, accuracy 79.908 %
Testing at - 33792/306969 of epoch 0, loss 0.452429, accuracy 78.835 %, best 78.965 %
Finished training it 34816/306969 of epoch 2, 19.08 ms/it, loss 0.431103, accuracy 80.060 %
Testing at - 34816/306969 of epoch 0, loss 0.453951, accuracy 78.827 %, best 78.965 %
Finished training it 35840/306969 of epoch 2, 17.06 ms/it, loss 0.437649, accuracy 79.851 %
Testing at - 35840/306969 of epoch 0, loss 0.454255, accuracy 78.796 %, best 78.965 %
Finished training it 36864/306969 of epoch 2, 16.04 ms/it, loss 0.434582, accuracy 79.941 %
Testing at - 36864/306969 of epoch 0, loss 0.453811, accuracy 78.804 %, best 78.965 %
Finished training it 37888/306969 of epoch 2, 16.29 ms/it, loss 0.432298, accuracy 79.955 %
Testing at - 37888/306969 of epoch 0, loss 0.454599, accuracy 78.694 %, best 78.965 %
Finished training it 38912/306969 of epoch 2, 18.32 ms/it, loss 0.435915, accuracy 79.740 %
Testing at - 38912/306969 of epoch 0, loss 0.454017, accuracy 78.764 %, best 78.965 %
Finished training it 39936/306969 of epoch 2, 19.34 ms/it, loss 0.435099, accuracy 79.834 %
Testing at - 39936/306969 of epoch 0, loss 0.454497, accuracy 78.806 %, best 78.965 %
Finished training it 40960/306969 of epoch 2, 17.26 ms/it, loss 0.434261, accuracy 79.900 %
Testing at - 40960/306969 of epoch 0, loss 0.454494, accuracy 78.711 %, best 78.965 %
Finished training it 41984/306969 of epoch 2, 18.13 ms/it, loss 0.434018, accuracy 80.003 %
Testing at - 41984/306969 of epoch 0, loss 0.454193, accuracy 78.827 %, best 78.965 %
Finished training it 43008/306969 of epoch 2, 20.08 ms/it, loss 0.433897, accuracy 80.042 %
Testing at - 43008/306969 of epoch 0, loss 0.454030, accuracy 78.833 %, best 78.965 %
Finished training it 44032/306969 of epoch 2, 21.31 ms/it, loss 0.435172, accuracy 79.879 %
Testing at - 44032/306969 of epoch 0, loss 0.456086, accuracy 78.801 %, best 78.965 %
Finished training it 45056/306969 of epoch 2, 19.98 ms/it, loss 0.435493, accuracy 79.893 %
Testing at - 45056/306969 of epoch 0, loss 0.453400, accuracy 78.775 %, best 78.965 %
Finished training it 46080/306969 of epoch 2, 17.83 ms/it, loss 0.433470, accuracy 79.964 %
Testing at - 46080/306969 of epoch 0, loss 0.454510, accuracy 78.730 %, best 78.965 %
Finished training it 47104/306969 of epoch 2, 16.78 ms/it, loss 0.437538, accuracy 79.767 %
